,Societés,Postes,Adresses,Details de poste,Date de publication,Location,Postes proposés,Secteur d'activité,Fonctions,Expérience requise,Niveau d’étude demandé,Type de contrat proposé,Profil recherché,Decsription d'entreprise,Traits de personnalité
1465,non spécifié,Responsable Approvisionnement & Stockage H/F ,,"Poste avec Management
Publiée il y a 48 jours sur ReKrute.com - Postulez avant le 17/03/2024
J'aime
Entreprise :
Une grande entreprise leader dans son domaine, cherche sur la ville de Casablanca, un Responsable Approvisionnement & Stockage H/F
Poste :
Rattachés à la Direction Générale,  
Vos principales missions sont les suivantes :
• Effectuer le calcul du volume des produits nécessaires par rapport aux stocks et aux capacités des dépôts
• Passer les commandes et élaborer les plannings de livraison et assurer leur respect
• Assurer le respect des dates de livraisons des produits par les fournisseurs
• Veiller à ce que les quantités de produits livrées soient conformes à la réglementation en vigueur
• Prendre en charge les échanges et le suivi quotidien des fournisseurs et sous-traitants.
• Prospecter des fournisseurs, les auditer et négocier avec eux les plans d’approvisionnement.
• Traiter les surstocks et les risques de rupture
• Gérer les flux et les stocks de produits en fonction des prévisions de vente,
• Vérifier le respect des standards et procédures qualité et sécurité
 ",Publication : du 17/01/2024 au 17/03/2024 , Tout le Maroc (Maroc), 1, Distribution," Commercial / Vente / Export , Administration des ventes / SAV", De 3 à 5 ans, Bac +5 et plus, CDI - Télétravail ,non spécifié,"Entreprise :
Une grande entreprise leader dans son domaine, cherche sur la ville de Casablanca, un Responsable Approvisionnement & Stockage H/F",Organisation Implication au travail Besoin de réflexion Flexibilité Besoin d'objectivité Travail en équipe Rationalisme Respect des règles
1466,UNIVERSITE,Enseignant-Chercheur en Psychologie H/F ,Technopolis Rabat-Shore Rocade Rabat-Salé,"Poste :
1.Enseignement:
Concevoir et dispenser des cours de premier, deuxième et troisième cycle en psychologie, en français, en arabe et en anglais.
Encadrer et conseiller les étudiants dans le cadre de leurs travaux de recherche et de mémoires.
2. Recherche :
Mener des projets de recherche originaux dans le domaine de la psychologie.
Contribuer à l'avancement des connaissances en publiant régulièrement dans des revues académiques de renom.
3.Participation à la Vie Académique :
Participer activement aux activités de l'école, telles que les séminaires, les conférences et les comités.
Collaborer avec d'autres partenaires pour favoriser des projets interdisciplinaires.
4.Encadrement d'Étudiants :
Encadrer les étudiants dans leurs stages professionnels et projets académiques.
Assurer un suivi personnalisé pour le développement académique des étudiants.
5.Développement Pédagogique :
Contribuer à l'évolution des programmes d'enseignement en intégrant des approches innovantes.
Participer à l'évaluation et à l'amélioration continue des programmes académiques.
 ",Publication : du 17/01/2024 au 17/03/2024 , Rabat (Maroc), 1, Enseignement / Formation, Enseignement, De 3 à 5 ans, Bac +5 et plus, CDI - Télétravail ,non spécifié,"Entreprise :
Née de la volonté de répondre aux enjeux économiques, politiques et sociaux du Maroc et de l'Afrique, l'Université Internationale de Rabat (UIR) est la première une université publique à gestion privée sous contrat avec l'État Marocain. Fondée en 2010, elle est devenue dès ses premières années d'existence un modèle d'établissement innovant conforme aux meilleurs standards internationaux dans le domaine de l'Enseignement Supérieur et de la Recherche.
Comptant plus de 8500 étudiants et participants en formation continue, l'UIR propose une offre de formation pluridisciplinaire qui couvre les domaines de l'Ingénierie, de l'Architecture, des Sciences de la Santé, des Sciences Humaines et Sociales, du Management …. En matière de formation continue, l'UIR accompagne les institutions publiques et privées dans le renforcement des capacités de leurs équipes avec des programmes diversifiés d'Executive masters, des licences, des certificats qui couvrent les stratégies sectorielles impulsées par le Maroc.
La recherche et l'innovation, constituent également un axe majeur de la stratégie de l'Université qui s'exprime à la fois autour des publications académiques, de la recherche appliquée et d'une politique active de R&D avec près de 540 brevets déposés dont 100 a? l'international, ce qui la classe en tant que 1e?re université au Maroc et en Afrique, en termes de dépôt de brevets (source OMPIC).
Jeune, dynamique, citoyenne, notre université qui bénéficie d'une attractivité grandissante et d'une capacité d'innovation reconnue, lance aujourd'hui un ambitieux programme de développement pour atteindre 41.000 étudiants à l'horizon 2040.",Organisation Besoin de réflexion Extraversion Respect des règles Recherche de nouveauté
1467,non spécifié,Ingénieur Electrique- Automatisme ,,"Poste avec Management
Publiée il y a 48 jours sur ReKrute.com - Postulez avant le 17/03/2024
J'aime
Entreprise :

Poste :
Rattaché au Responsable de production, vos missions sont :
Organisation et gestion de maintenance
Amélioration des indicateurs de performance maintenance
Respect et mise en application des procédures relatives à sécurité, qualité, environnement et montée en compétence des équipes
Respect du budget maintenance
Exécution des projets Capex dans les délais et budgets impartis
Activités du poste :
1.Organiser, planifier, suivre le travail de maintenance
Elaborer le planning de maintenance préventive et corrective des différents équipements, en gérant les priorités, la sécurité
Réagir en cas de panne grave et résoudre les problèmes rapidement
Gérer les relations avec les constructeurs et les fournisseurs de pièces et d'outils pour la maintenance
Contrôler les interventions réalisées, proposer des améliorations des performances des machines en terme de coûts et de taux d'utilisation
Gérer le budget maintenance
Concevoir et améliorer les procédures de maintenance
Veille technologique et réglementaire
2. Animer son équipe
Organiser les équipes, les gérer administrativement, les former et les animer
Leur apporter un appui technique
Sensibiliser et former le personnel à la maintenance de premier niveau",Publication : du 17/01/2024 au 17/03/2024 , Casablanca (Maroc), 1, Agroalimentaire - Autres Industries," Méthodes / Process / Industrialisation , Production / Qualité / Sécurité / Maintenance", De 3 à 5 ans, Bac +5 et plus, CDI - Télétravail ,non spécifié,Entreprise :,Organisation Humilité Implication au travail Besoin d'objectivité Travail en équipe Ténacité Rationalisme Respect des règles
1468,non spécifié,Supply Planner ,,"Poste :
Rattaché au Directeur Supply Chain , votre mission principale est;
Calculer et mettre à jour les prévisions de vente, en fonction du marché.
Activités du poste:
Prévisions et planification
- Recueillir les informations relatives aux objectifs commerciaux et aux prévisions marketing.
- Calculer les prévisions trimestrielles par article.
- Calculer mensuellement les prévisions de ventes en fonction des objectifs commerciaux du mois.
- - Alimenter le système en prévisions mensuelles pour planifier la production.
Calculer et livrer à la production le besoin net à produire du mois .
Interface Direction Industrielle
- Participer aux réunions quotidiennes de la production.
 ",Publication : du 17/01/2024 au 17/03/2024 , Casablanca (Maroc), 1, Agroalimentaire - Distribution," Achats / Supply Chain , Logistique / Transport (métiers de)", De 1 à 3 ans, Bac +5 et plus, CDI - Télétravail ,non spécifié,"Entreprise :
Leader national spécialisé dans les produits de grande consommation, notre politique de recrutement innovante et dynamique permet à nos collaborateurs de s’épanouir dans une organisation à la pointe du progrès. Nous vous assurons une bonne gestion de votre carrière et un accompagnement personnalisé pour développer vos compétences.
Pour accompagner notre fort développement, nous recherchons 1 Supply Planner.",Recherche de nouveauté Respect des règles Distance émotionnelle Rationalisme Besoin d'action Implication au travail Organisation
1469,non spécifié,Délégué Régional ,,"Poste avec Management
Publiée il y a 48 jours sur ReKrute.com - Postulez avant le 17/03/2024
J'aime
Entreprise :
Une entreprise commerciale recrute un Délégué Régional sur la région de DERAA TAFILALET 
Poste :
Rattachés à la Direction Générale,  vos principales missions sont les suivantes :
Animer le réseau  des stations services  de votre région;
Assurer le développement du réseau à travers la création de nouvelles stations de service;
Développer le volume des ventes des carburants et des lubrifiants;
Améliorer en permanence la satisfaction des clients;
Prospecter et apporter de nouveaux clients pour chaque segment de marché B TO B;
Assurer une veille permanente de la concurrence;
Produire et analyser les tableaux de bord de suivi des performances de votre activité commerciale.",Publication : du 17/01/2024 au 17/03/2024 , Tout le Maroc (Maroc), 1, Distribution," Commercial / Vente / Export , Administration des ventes / SAV", De 3 à 5 ans, Bac +5 et plus, CDI - Télétravail ,non spécifié,"Entreprise :
Une entreprise commerciale recrute un Délégué Régional sur la région de DERAA TAFILALET ",Organisation Implication au travail Besoin de réflexion Flexibilité Besoin d'objectivité Travail en équipe Rationalisme Respect des règles
1470,CDG,Coordinateur(trice) des Programmes d’Excellence Académique ,---,"Poste :
Principales missions :
Accompagnement de la Fondation Académia, dont la Présidence est assurée par la Fondation CDG :
Mise en œuvre du plan d’action de la Fondation Academia :
Lancement des campagnes de candidature des prêts d’honneur Academia ;
Préparatifs relatifs à la tenue des commissions de sélection des prêts ;
Processus d’octroi des primes d’excellence ;
Préparation des travaux des conseils d’administration et Assemblée générale ;
Organisation et mise à jour des archives de la Fondation Academia.
En matière de coordination PMO du collectif CPGE :
Mettre en place, suivre le plan d’action et assurer le secrétariat du collectif CPGE ;
Assurer la tenue régulière des réunions, leur préparation et le suivi des actions ;
Redynamiser et participer à l’animation des commissions de travail ;
Accompagner et assurer la coordination avec les partenaires ;
Proposer et mettre en œuvre des actions et projets permettant au collectif CPGE de remplir sa mission.
En matière de structuration de l’action du collectif CPGE :
Appuyer la mise en place d’une stratégie pour le collectif CPGE ;
Mettre en place un manuel de procédures pour le collectif CPGE.
Organisation du back office administratif et financier de structures partenaires :
Assurer l’assistance pour la réalisation des rapports et reportings soumis à la FCDG ;
Assurer l’accompagnement des étudiants suivis par ces structures et parrainés par la FCDG.",Publication : du 17/01/2024 au 17/03/2024 , Rabat (Maroc), 1, Communication / Evénementiel," Communication / Publicité / RP , Gestion projet / Etudes / R&D", De 5 à 10 ans, Bac +5 et plus, CDI - Télétravail ,non spécifié,"Entreprise :
La Fondation CDG est une association régie par le Dahir n° 1-58-376 du 15 novembre 1958, reconnue d’utilité publique par décret n° 2.07.893 du 29 mai 2007, présidée par le Directeur Général de la Caisse de Dépôt et de Gestion.
L’objet statutaire de la Fondation CDG est de soutenir des actions de solidarité et de développement social et durable, des projets de valorisation du patrimoine culturel national, des actions d’appui au sport, talents et vocations, ainsi que des actions de soutien à la science et au savoir.
 ",Ambition Besoin d'action Rationalisme Extraversion Recherche de nouveauté Flexibilité Besoin d'autonomie
1471,LYDEC,Administrateur SAP & bases de données (H/F) ,"48, rue Mohamed Diouri , Q. Centre Ville CASABLANCA",,Publication : du 17/01/2024 au 17/03/2024 , Casablanca (Maroc), 1, Energie," Informatique / Electronique , Télécoms / Réseaux", De 1 à 3 ans, Bac +5 et plus, CDI - Télétravail ,non spécifié,"Entreprise :
Lydec, assure depuis 1997 la gestion de services essentiels pour les habitants du Grand Casablanca.

A travers la gestion de la distribution de l’eau, de l’électricité, de l’assainissement et de l’éclairage public, notre entreprise participe au bon développement de la plus grande agglomération du Royaume, en plaçant l’amélioration de la qualité de vie des habitants au cœur de ses préoccupations.

Exemplarité, professionnalisme, confiance, innovation, cohésion, et esprit citoyen sont les valeurs qui unissent nos 3400 collaborateurs.",Besoin d'autonomie Besoin de réflexion Ambition Implication au travail Recherche de nouveauté
1472,UM6P,Ingénieur Infrastructure et Cloud ,"Lot 660, Hay Moulay Rachid, Ben Guerir 43150","Poste :
Description du poste :
En tant qu'ingénieur Infrastructure et Cloud, vous jouerez un rôle clé dans la gestion et l'optimisation des infrastructures informatiques. Votre expertise technique et votre capacité à résoudre les problèmes seront essentielles pour assurer le bon fonctionnement des systèmes, la sécurité des données et la satisfaction des utilisateurs finaux.
 Tâches :
1.Systèmes Windows/Linux : Installer, configurer, administrer et mettre à jour les systèmes d'exploitation Windows (Windows Server 2019 , 2022.) et LINUX (Red Hat , Ubuntu , Debian , Rocky Linux , CentOS…), en veillant à leur bon fonctionnement et à leur sécurité. Gérer les correctifs de sécurité et les mises à jour.
2.Virtualisation : Gérer et administrer les environnements de virtualisation VMWARE. Configurer et maintenir l'infrastructure, traiter les demandes et incidents liés à la virtualisation. Gérer les correctifs de sécurité et les mises à jour.
3.Stockage : Gérer la solution de stockage DELL POWERSCALE. Traiter les demandes et incidents liés au stockage. Gérer les correctifs de sécurité et les mises à jour.
4.Sauvegarde : Gérer la solution de sauvegarde DELL IDPA. Assurer le bon fonctionnement et la disponibilité des sauvegardes. Traiter les demandes et incidents liés à la sauvegarde. Gérer les correctifs de sécurité et les mises à jour.
5.CITRIX : Gestion et administration de la plateforme Virtual Desktop and Apps. Traiter les demandes et incidents liés à CITRIX.
6.Automatisation : Automatiser les tâches en élaborant des scripts PowerShell (Windows, VMWARE, CITRIX, AD, Azure, Office 365, ...). Automatiser les tâches récurrentes en utilisant des outils tels que Puppet ou Ansible. Élaborer des scripts Shell ou Python pour simplifier les processus d'administration système.
7.Base de données : Connaissances en MSSQL (administration, clustering Always ON, etc.) , PostgreSQL, MariaDB
8.Cloud : Azure : Entra ID, web app (CI/CD, déploiement, ...), Office 365, ...
9.Documentation : Rédiger et maintenir à jour les différents documents (procédures, politiques, modes opératoires, notes d’application etc…).
10. Supervision : établir des Dashboard, rapports/alertes automatisés depuis les outils de supervision disponibles
 ",Publication : du 17/01/2024 au 17/03/2024 , Benguerir (Maroc), 1, Enseignement / Formation, Informatique / Electronique, De 3 à 5 ans, Bac +5 et plus, CDI - Télétravail ,non spécifié,"Entreprise :
Mohammed VI Polytechnic University is an institution dedicated to research and innovation in Africa and aims to position itself among world-renowned universities in its fields The University is engaged in economic and human development and puts research and innovation at the forefront of African development. A mechanism that enables it to consolidate Morocco’s frontline position in these fields, in a unique partnership-based approach and boosting skills training relevant for the future of Africa. Located in the municipality of Benguerir, in the very heart of the Green City, Mohammed VI Polytechnic University aspires to leave its mark nationally, continentally, and globally.",Recherche de nouveauté Implication au travail Ambition Besoin de réflexion Besoin d'autonomie
1473,UM6P,PMO ,"Lot 660, Hay Moulay Rachid, Ben Guerir 43150","Poste :
Job/Project description:
 As part of the human resource development of the African Sustainable Agriculture Research Institute (ASARI) in Laayoune, it is urgently required to recruit a Project Management Officer whose responsibilities are presented below:
• Establish the standards for the various projects running and management: guidelines,
practices, principles and templates.
• Ensure project management standards are followed by performing continuous assessments andevaluation of projects.
• Gathering and centralizing project data and production of information for management review.
• Follow up with various legal persons and departments and guide in light on the needs forprojects
• Coordinate between the stakeholders and partners.
• Assess priority capacity building needs of ASARI staff and stakeholders engaged.
• Prepare progress reports.
• Handle additional tasks, if any, assigned by the ASARI head or his deputy",Publication : du 17/01/2024 au 17/03/2024 , Laayoune (Maroc), 1, Enseignement / Formation, Gestion projet / Etudes / R&D, De 3 à 5 ans, Bac +5 et plus, CDI - Télétravail ,non spécifié,"Entreprise :
Mohammed VI Polytechnic University is an institution dedicated to research and innovation in Africa and aims to position itself among world-renowned universities in its fields The University is engaged in economic and human development and puts research and innovation at the forefront of African development. A mechanism that enables it to consolidate Morocco’s frontline position in these fields, in a unique partnership-based approach and boosting skills training relevant for the future of Africa. Located in the municipality of Benguerir, in the very heart of the Green City, Mohammed VI Polytechnic University aspires to leave its mark nationally, continentally, and globally.",Recherche de nouveauté Ambition Besoin d'action Besoin d'autonomie Rationalisme
1474,UM6P,Ingénieur Production Applicative ,"Lot 660, Hay Moulay Rachid, Ben Guerir 43150","Poste :
Description du poste:
En tant qu'Ingénieur Production Applicative, vous serez responsable de la gestion opérationnelle et de l'optimisation des environnements applicatifs, garantissant une disponibilité maximale, des performances optimales et une résolution efficace des incidents.
 Tâches :
 Gestion Opérationnelle :
Assurer la disponibilité et la performance des applications en production.
Surveiller et établir  les indicateurs de performance, anticiper les problèmes potentiels et mettre en œuvre des solutions préventives.
Coordonner et assurer les mises en production ainsi que le suivi post-déploiement.
Support et Résolution d'Incidents :
Gérer les incidents de production, analyser leurs causes et mettre en œuvre des solutions de manière rapide et efficace.
Collaborer avec les équipes de développement pour identifier et résoudre les problèmes récurrents.
Automatisation des Processus :
Participer à l'automatisation des tâches liées à la production applicative pour améliorer l'efficacité opérationnelle.
Élaborer des scripts et des outils automatisés pour simplifier les processus de déploiement et de gestion.
Gestion des Environnements Applicatifs :
Configurer, déployer et maintenir les environnements applicatifs en collaboration avec les équipes de développement.
Collaborer avec les architectes logiciels pour garantir la scalabilité et la stabilité des applications.
Sécurité et Conformité :
Appliquer les meilleures pratiques de sécurité pour protéger les applications en production.
Assurer la conformité avec les normes de sécurité et les réglementations en vigueur.
Documentation :
Rédiger et maintenir à jour les différents documents (procédures, politiques, modes opératoires, notes d’application etc…).
 ",Publication : du 17/01/2024 au 17/03/2024 , Benguerir (Maroc), 1, Enseignement / Formation, Informatique / Electronique, De 3 à 5 ans, Bac +5 et plus, CDI - Télétravail ,non spécifié,"Entreprise :
Mohammed VI Polytechnic University is an institution dedicated to research and innovation in Africa and aims to position itself among world-renowned universities in its fields The University is engaged in economic and human development and puts research and innovation at the forefront of African development. A mechanism that enables it to consolidate Morocco’s frontline position in these fields, in a unique partnership-based approach and boosting skills training relevant for the future of Africa. Located in the municipality of Benguerir, in the very heart of the Green City, Mohammed VI Polytechnic University aspires to leave its mark nationally, continentally, and globally.",Recherche de nouveauté Implication au travail Ambition Besoin de réflexion Besoin d'autonomie
1475,CDG,ExeKutive,non spécifié,non spécifié,Publication : du 17/01/2024 au 17/04/2024,non spécifié,non spécifié, Autres services, Direction Financière, De 10 à 20 ans, Bac +5 et plus, CDI - Télétravail ,non spécifié,non spécifié,non spécifié
1476,CDG,ExeKutive,non spécifié,non spécifié,Publication : du 17/01/2024 au 17/04/2024,non spécifié,non spécifié, Banque / Finance," Direction Financière , Direction des Opérations", De 10 à 20 ans, Bac +5 et plus, CDI - Télétravail ,non spécifié,non spécifié,non spécifié
1477,WEBHELP,Responsable Assurances et Préventions ,"43, Bd Ibn Sina","Poste :
Le responsable assurances a pour mission essentielle la gestion et l'amélioration continue du service Assurances (maladie, accident de travail et retraite complémentaire) et évaluer les risques et proposer une politique de sécurité.
  Missions :
  Gérer la relation avec le courtier.
Gérer d'un point de vue opérationnel avec l’équipe en place les dossiers maladies, les accidents de travail et la retraite complémentaire.
Mettre en place les reportings du pilotage du service.
Proposer des pistes d’optimisation.
Assurer l’analyse des besoins en assurance, la révision de la politique assurance, la vérification des limites de couverture et la mise en place des expertises sur certaines valeurs d'assurance.
Mettre en place une cartographie des risques en collaboration avec le courtier d’assurance.
Élabore la politique de sécurité, s’assurer de son application (réaliser les audits).
Être garant du bon niveau de service du courtier et assureur",Publication : du 17/01/2024 au 17/03/2024 , Rabat (Maroc), 1, Assurance / Courtage," Assurance (métiers de l') , Informatique / Electronique", De 1 à 3 ans, Bac +4, CDI - Télétravail ,non spécifié,"Entreprise :
Webhelp est leader européen de l’externalisation de la relation client. Fort de ses 100 000 collaborateurs, Webhelp accompagne plus de 1300 clients mondiaux de premier plan dans plus de 55 pays répartis sur plus de 200 sites de production et 40 langues avec une large offre de services : vente BtoC et BtoB, acquisition et fidélisation, service client, gestion des médias sociaux, enquêtes et sondages, services financiers…
Au Maroc, Webhelp compte plus de 10 000 collaborateurs répartis sur 11 sites dans les villes de Rabat, Salé, Kénitra, Fès, Meknès, Agadir et Marrakech. Chaque jour, nos collaborateurs contribuent au succès de notre groupe et œuvrent pour offrir une expérience client toujours plus satisfaisante.
Convaincus que notre réussite passe par celle de nos collaborateurs, nous mettons tout en œuvre pour optimiser leur potentiel et leur permettre d’effectuer leur travail dans un environnement favorisant l’équilibre vie privée/ vie professionnelle. A ce titre, nous mettons à leur disposition plusieurs commodités et avantages sociaux : restauration sur site, salles de sport et de détente, gaming zone, crèches ou subventions de crèches, assurance santé, plan de retraite….
Nous attachons également une importance forte au développement des compétences de nos collaborateurs et à leurs plans de carrière dans un principe d’équité. 80% de nos managers actuels sont issus de la promotion interne.
Notre succès est la passion de nos collaborateurs et de nos clients.
Webhelp Maroc a reçu le label MEILLEUR EMPLOYEUR DE L’ANNEE 2018.
   ",Recherche de nouveauté Volonté de persuasion Rationalisme Ambition Besoin de réflexion Besoin d'autonomie Implication au travail Organisation
1478,CNEXIA,Scrum Master ,"Technopolis, Bâtiment B 11 Sala-Al-Jadida","Poste avec Management
Publiée il y a 48 jours sur ReKrute.com - Postulez avant le 17/03/2024
J'aime Suivre
Entreprise :
Joining Cnexia is choosing to be part of an ambitious project that values Innovation, promotes Continuous Learning and enables all tech champions to fulfill their creative dreams.
At Cnexia, we do more than support the clients of our world-class network and services. We develop innovative solutions and create original multiplatform media content. In fact, we’re revolutionizing how Canadians communicate on the web, interact with Mobile Apps or benefit from an AI-enhanced experience.
Proud of our status as a fully owned Moroccan subsidiary of the largest Canadian Telecom company, we have been ceaselessly growing our team since 2021. With over 1100 employees, mainly based in Fez, we have expanded in the northern region of the kingdom with our Brand-new state of the art site in Technopolis Rabat.
If you are ready for this challenge, we invite you to join a community that values bold ideas and professional growth all in an engaging multi cultural world-class environment.
Poste :
Main Job Reponsibilities:
• Responsible for leading the team through the scrum process using Agile methodology. Ensure project scope and goals are clear for the team and remove impediments that hinder project progress.
• Deliver multiple Mid/Large projects as prioritized by the Product owner, on time, cost and quality
• Build positive and productive working relationships with the project team, internal customers and partners. Effectively communicate at all levels of the organization, and in both business and internal functions
• Facilitate Scrum events (Daily Scrum, Sprint Planning, Demos, Sprint Reviews and Retrospectives) and support product owner in managing Backlog
• Draw upon negotiation skills and conflict resolution strategies to work with multiple stakeholders, internal teams, and vendors to obtain buy-in and support of the appropriate solution, improve efficiency of the team and ensure project success
• Assisting product owners and teams in release planning and maintaining the release/sprint backlogs.
• Building a trusting and safe environment where problems can be raised without fear of blame, retribution, or being judged, with an emphasis of healing and problem solving.
• Helping teams achieve project goals while being aware of and sensitive to the overall business goals.
• Ability to develop “agile” mindset within team and coach new scrum masters in order to develop capability across the company.
 ",Publication : du 17/01/2024 au 17/03/2024 , Sala Al Jadida (Maroc), 1, Informatique - Internet / Multimédia," Informatique / Electronique , Multimédia / Internet", De 3 à 5 ans, Bac +5 et plus, CDI - Télétravail ,non spécifié,"Entreprise :
Joining Cnexia is choosing to be part of an ambitious project that values Innovation, promotes Continuous Learning and enables all tech champions to fulfill their creative dreams.
At Cnexia, we do more than support the clients of our world-class network and services. We develop innovative solutions and create original multiplatform media content. In fact, we’re revolutionizing how Canadians communicate on the web, interact with Mobile Apps or benefit from an AI-enhanced experience.
Proud of our status as a fully owned Moroccan subsidiary of the largest Canadian Telecom company, we have been ceaselessly growing our team since 2021. With over 1100 employees, mainly based in Fez, we have expanded in the northern region of the kingdom with our Brand-new state of the art site in Technopolis Rabat.
If you are ready for this challenge, we invite you to join a community that values bold ideas and professional growth all in an engaging multi cultural world-class environment.",Recherche de nouveauté Ambition Besoin de réflexion Besoin d'autonomie Implication au travail
1479,CDG,Attaché Back Office Trésorerie ,---,"Poste :
Principales missions d’Attaché Back Office Trésorerie :
Assurer la passation des écritures comptables conformément au plan comptable ;
Assurer le contrôle des documents comptables et garantir la fiabilité des relevés (Suivi des comptes bancaires, traitement et la production des relevés quotidiens des partenaires bancaires CDG) ;
Assurer la réalisation des rapprochements bancaires et l’établissement des états de rapprochement des comptes de lettrages ;
Assurer une veille métier sur les changements imposés par la réglementation.",Publication : du 17/01/2024 au 17/03/2024 , Rabat (Maroc), 1, Banque / Finance, Banque (métiers de la), De 1 à 3 ans, Bac +4, CDI - Télétravail ,non spécifié,"Entreprise :
La CDG est une institution financière publique exerçant un double mandat :
* Collecter et sécuriser l’épargne réglementée, notamment les dépôts de la CNSS, de la Caisse d’Épargne Nationale, des professions juridiques et des consignations.
* Canaliser l’épargne de long terme vers des investissements rentables et générateurs de croissance socioéconomique.
La mission de la CDG est de créer de la valeur :
* Sécuriser et faire fructifier l’épargne des déposants.
* Appuyer la stratégie nationale de développement à travers des projets créateurs d’externalités positives.
Pour mener à bien cette mission, la CDG déploie une stratégie Groupe articulée autour de métiers spécifiques et couvrant de larges pans de l’économie marocaine.
Si ces métiers diffèrent par les moyens alloués et les champs d’intervention privilégiés, leur finalité converge vers un seul et unique objectif : la création de valeur réelle au service des enjeux de développement du Royaume.",Volonté de persuasion Conventionnel Flexibilité Implication au travail
1480,CDG,Chargé(e) de Télé-Compensation SIMT ,---,"Poste :
Principales missions du Chargé(e) de Télé-Compensation SIMT :
Assurer l'ouverture, le bon déroulement et la clôture de la journée de compensation ;
Assurer la préparation, le traitement, l’envoi et la réception des échanges électroniques des valeurs sur le système bancaire et le suivi des flux de régularisation ;
Assurer la priorisation et l’ordonnancement des traitements confiés conformément aux procédures en vigueur ;
Assurer la diffusion à BKAM des incidents de paiement, soulevés sur les valeurs de la clientèle, reçus de la compensation ;
S’assurer en permanence et en coordination avec les responsables concernés, de la continuité des activités critiques de compensation ;
Assurer le traitement des réclamations opérationnelles SIMT avec le GSIMT ;
Assurer la coordination et l’interface de sa structure avec le PGE, succursales CDG, délégations CG auprès de la branche prévoyance, la production informatique et le GSIMT ;
Assurer la production des statistiques des échanges de la journée ;
Assurer le back up du « Superviseur de télé compensation » ;
Garantir la fiabilité et la conformité des traitements bancaires de télé compensation avec la réglementation en vigueur ;
Contribuer à la mise à jour et à l’amélioration des procédures internes, de la cartographie des risques opérationnels ainsi que le manuel du contrôle interne ;
Contribuer aux projets structurants de la Caisse Générale ;
Assurer le classement des documents et des dossiers.",Publication : du 17/01/2024 au 17/03/2024 , Rabat (Maroc), 1, Banque / Finance, Banque (métiers de la), De 1 à 3 ans - De 3 à 5 ans, Bac +4, CDI - Télétravail ,non spécifié,"Entreprise :
La CDG est une institution financière publique exerçant un double mandat :
* Collecter et sécuriser l’épargne réglementée, notamment les dépôts de la CNSS, de la Caisse d’Épargne Nationale, des professions juridiques et des consignations.
* Canaliser l’épargne de long terme vers des investissements rentables et générateurs de croissance socioéconomique.
La mission de la CDG est de créer de la valeur :
* Sécuriser et faire fructifier l’épargne des déposants.
* Appuyer la stratégie nationale de développement à travers des projets créateurs d’externalités positives.
Pour mener à bien cette mission, la CDG déploie une stratégie Groupe articulée autour de métiers spécifiques et couvrant de larges pans de l’économie marocaine.
Si ces métiers diffèrent par les moyens alloués et les champs d’intervention privilégiés, leur finalité converge vers un seul et unique objectif : la création de valeur réelle au service des enjeux de développement du Royaume.",Implication au travail Flexibilité Conventionnel Volonté de persuasion
1481,PLASTIMA,Chargé de Documentation et reporting Contrôle Qualité ,"Rue Al Maadane - Ex L, Route Côtière n° 111 - Km 11 Aïn Sebaâ","Poste :
Répondre aux besoins d'information du département;
Veiller en permanence sur les outils et pratiques;
Organiser efficacement les informations dans la base de données;
Mettre à disposition du département un fonds documentaire physique et numérique et y faciliter l'accès;
Assurer le reporting labo lié à l'activité de la matière première jusqu'au produit fini. ",Publication : du 17/01/2024 au 17/03/2024 , Mohammédia (Maroc), 1, Chimie / Parachimie / Peintures - Plasturgie, Production / Qualité / Sécurité / Maintenance, De 1 à 3 ans, Bac +3, CDI - Télétravail ,non spécifié,"Entreprise :
Créée en 1969, Plastima est le leader incontesté sur le marché marocain dans la fabrication et la transformation de matières plastiques.

Depuis plus de 30 ans, nous investissons dans la recherche et développement ainsi que dans un outil industriel de pointe afin de hisser sa production à la hauteur des normes de qualité internationales les plus rigoureuses. La qualité de nos produits et à la diversité de nos gammes, nous ont permis d’être présent dans plus de 30 pays répartis dans le monde entier.
Fidèle à l’esprit du groupe, nous recherchons de nouvelles compétences pour partager avec nous la passion de notre métier.",Organisation Implication au travail Travail en équipe Besoin d'action Respect des règles Recherche de nouveauté
1482,non spécifié,ExeKutive,non spécifié,non spécifié,Publication : du 17/01/2024 au 17/04/2024 ,non spécifié, 1, Automobile / Motos / Cycles," Direction Commerciale / Export , Direction Marketing", De 10 à 20 ans, Bac +5 et plus, CDI - Télétravail ,non spécifié,non spécifié,non spécifié
1483,non spécifié,ExeKutive,non spécifié,non spécifié,Publication : du 17/01/2024 au 17/04/2024 ,non spécifié, 1, Automobile / Motos / Cycles," Direction Commerciale / Export , Direction Marketing", De 10 à 20 ans, Bac +5 et plus, CDI - Télétravail ,non spécifié,non spécifié,non spécifié
